TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2018M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,2",
2019M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,2",
2019M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,1",
2019M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,106,
2019M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,5",
2019M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,5",
2019M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,2",
2019M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,9",
2019M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,1",
2019M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,6",
2019M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,3",
2019M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,6",
2019M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,9",
2020M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,6",
2020M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,4",
2020M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,3",
2020M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,4",
2020M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,4",
2020M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,7",
2020M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,7",
2020M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,6",
2020M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,1",
2020M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,9",
2020M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,7",
2020M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,1",
2021M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,1",
2021M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,2",
2021M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,4",
2021M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,6",
2021M05,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,9",
2021M06,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,4",
2021M07,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,7",
2021M08,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,6",
2021M09,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,9",
2021M10,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,9",
2021M11,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,8",
2021M12,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,3",
2022M01,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,107,
2022M02,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,8",
2022M03,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,110,
2022M04,Norway,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,1",
2015M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,2",
2015M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,54",
2015M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,24",
2015M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,38",
2015M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,16",
2015M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,81",
2015M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,16",
2015M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,86",
2015M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,84",
2015M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,14",
2015M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,91",
2015M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,74",
2016M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,78",
2016M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,28",
2016M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,47",
2016M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,56",
2016M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,17",
2016M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,56",
2016M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,83",
2016M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,12",
2016M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,46",
2016M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,99",
2016M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,7",
2016M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,88",
2017M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,88",
2017M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,47",
2017M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,99",
2017M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,58",
2017M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,19",
2017M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,25",
2017M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,95",
2017M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,78",
2017M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,93",
2017M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,68",
2017M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,52",
2017M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,74",
2018M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,07",
2018M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,101,
2018M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,25",
2018M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,25",
2018M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,07",
2018M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,48",
2018M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,62",
2018M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,08",
2018M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,82",
2018M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,48",
2018M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,77",
2018M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,46",
2019M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,49",
2019M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,77",
2019M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,61",
2019M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,59",
2019M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,31",
2019M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,74",
2019M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,57",
2019M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,63",
2019M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,43",
2019M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,41",
2019M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,46",
2019M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,64",
2020M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,17",
2020M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,39",
2020M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,02",
2020M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,01",
2020M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,78",
2020M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,82",
2020M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,11",
2020M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,8",
2020M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,87",
2020M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,99",
2020M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,89",
2020M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,89",
2021M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,5",
2021M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,51",
2021M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,23",
2021M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,41",
2021M05,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,03",
2021M06,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,31",
2021M07,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,67",
2021M08,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,15",
2021M09,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,67",
2021M10,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,74",
2021M11,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,96",
2021M12,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,5",
2022M01,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,97",
2022M02,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,32",
2022M03,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,9",
2022M04,Switzerland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,17",
2015M01,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,4",
2015M02,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,1",
2015M03,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,9",
2015M04,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,5",
2015M05,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,6",
2015M06,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,2",
2015M07,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,5",
2015M08,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,3",
2015M09,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,4",
2015M10,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,99,
2015M11,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2015M12,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2016M01,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,5",
2016M02,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,6",
2016M03,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,9",
2016M04,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,9",
2016M05,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,4",
2016M06,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,9",
2016M07,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,8",
2016M08,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,4",
2016M09,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,1",
2016M10,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,9",
2016M11,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,4",
2016M12,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,1",
2017M01,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,2",
2017M02,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,9",
2017M03,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,5",
2017M04,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,7",
2017M05,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,8",
2017M06,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,5",
2017M07,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,5",
2017M08,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2017M09,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,4",
2017M10,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,101,
2017M11,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,6",
2017M12,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,1",
2018M01,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,102,
2018M02,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,2",
2018M03,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,4",
2018M04,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,102,
2018M05,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,8",
2018M06,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,2",
2018M07,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,4",
2018M08,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,7",
2018M09,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,5",
2018M10,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,4",
2018M11,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,7",
2018M12,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,5",
2019M01,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,5",
2019M02,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,9",
2019M03,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,8",
2019M04,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,5",
2019M05,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,6",
2019M06,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,7",
2019M07,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,8",
2019M08,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,4",
2019M09,United Kingdom,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,1",
